Reserve Number,Charter ID,Charter Date,Status,Total Billed,Charges (itemized),Total Paid,Payments (itemized),Balance Owing
008051,6939,2013-06-15,closed,709.28,2026-03-03 17:28:56.010309: $585.00; 2026-03-03 17:28:56.010309: $29.25; 2026-03-03 17:28:56.010309: $65.78; 2026-03-03 17:28:56.010309: $29.25,709.28,2025-07-24: $205.00 (bank_transfer); 2025-07-24: $504.28 (bank_transfer),0.00
008052,6940,2013-06-11,closed,548.50,2026-03-03 17:28:56.010309: $350.00; 2026-03-03 17:28:56.010309: $52.50; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $111.00; 2026-03-03 17:28:56.010309: $17.50,548.50,2025-07-24: $548.50 (bank_transfer),0.00
008053,6941,2013-06-11,closed,0.00,,0.00,,0.00
008054,6942,2013-08-04,closed,231.53,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $11.03,231.53,2025-07-24: $231.00 (bank_transfer); 2025-07-24: $0.53 (bank_transfer),0.00
008055,6943,2013-08-14,closed,231.00,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $10.50,231.00,2025-07-24: $231.00 (bank_transfer),0.00
008056,6944,2013-06-28,closed,1146.73,2026-03-03 17:28:56.010309: $750.00; 2026-03-03 17:28:56.010309: $37.50; 2026-03-03 17:28:56.010309: $233.20; 2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $51.03,1146.73,2025-07-24: $500.00 (bank_transfer); 2025-07-24: $646.73 (bank_transfer),0.00
008057,6945,2013-06-12,closed,231.00,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $10.50,231.00,2025-07-24: $231.00 (bank_transfer),0.00
008058,6946,2013-07-06,closed,393.00,2026-03-03 17:28:56.010309: $300.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $60.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $18.00,393.00,2025-07-24: $330.00 (bank_transfer); 2025-07-24: $63.00 (bank_transfer),0.00
008059,6947,2013-07-06,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
008060,6995,2013-06-22,closed,301.86,2026-03-03 17:28:56.010309: $262.50; 2026-03-03 17:28:56.010309: $13.12; 2026-03-03 17:28:56.010309: $13.12; 2026-03-03 17:28:56.010309: $13.12,301.86,2025-07-24: $288.74 (bank_transfer); 2025-07-24: $13.12 (bank_transfer),0.00
008061,6996,2013-07-08,closed,567.50,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $175.00; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $28.25; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $10.00; 2026-03-03 17:28:56.010309: $29.23; 2026-03-03 17:28:56.010309: $-84.48,567.50,2025-07-24: $375.00 (bank_transfer); 2025-07-24: $192.50 (bank_transfer),0.00
008062,6997,2013-06-22,closed,485.25,2026-03-03 17:28:56.010309: $350.00; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $34.64; 2026-03-03 17:28:56.010309: $63.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $20.11,485.25,2025-07-24: $310.25 (bank_transfer); 2025-07-24: $175.00 (bank_transfer),0.00
008063,6998,2013-06-14,closed,0.00,,0.00,,0.00
008064,6999,2013-06-15,closed,82.50,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $3.75,82.50,2025-07-24: $82.50 (bank_transfer),0.00
008065,7000,2013-06-15,closed,1291.00,2026-03-03 17:28:56.010309: $990.00; 2026-03-03 17:28:56.010309: $99.00; 2026-03-03 17:28:56.010309: $49.50; 2026-03-03 17:28:56.010309: $103.00; 2026-03-03 17:28:56.010309: $49.50,1291.00,2025-07-24: $1291.00 (bank_transfer),0.00
008066,7001,2013-06-16,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
008067,7002,2013-06-15,closed,0.00,,0.00,,0.00
008068,7003,2013-06-18,closed,231.00,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $10.50,231.00,2025-07-24: $231.00 (bank_transfer),0.00
008069,7004,2013-06-18,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
008070,7005,2013-06-18,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
008071,7006,2013-08-31,closed,513.09,2026-03-03 17:28:56.010309: $487.50; 2026-03-03 17:28:56.010309: $24.38; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $25.59; 2026-03-03 17:28:56.010309: $-24.38,513.09,2025-07-24: $513.09 (bank_transfer),0.00
008072,7007,2013-06-18,closed,471.00,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $42.00; 2026-03-03 17:28:56.010309: $19.50,471.00,2025-07-24: $471.00 (bank_transfer),0.00
008073,7008,2013-06-19,closed,115.50,2026-03-03 17:28:56.010309: $105.00; 2026-03-03 17:28:56.010309: $5.25; 2026-03-03 17:28:56.010309: $5.25,115.50,2025-07-24: $115.50 (bank_transfer),0.00
008074,7009,2013-06-18,closed,192.50,2026-03-03 17:28:56.010309: $175.00; 2026-03-03 17:28:56.010309: $8.75; 2026-03-03 17:28:56.010309: $8.75,192.50,2013-06-19: $192.50 (unknown),0.00
008075,7010,2013-08-10,closed,519.98,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $30.00; 2026-03-03 17:28:56.010309: $58.50; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $21.98,519.98,2025-07-24: $205.00 (bank_transfer); 2025-07-24: $314.98 (bank_transfer),0.00
008076,7011,2013-06-22,closed,611.90,2026-03-03 17:28:56.010309: $350.00; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $215.26; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $29.14,611.90,2025-07-24: $175.00 (bank_transfer); 2025-07-24: $29.14 (bank_transfer); 2025-07-24: $407.76 (bank_transfer),0.00
008077,7012,2013-06-21,closed,1250.00,2026-03-03 17:28:56.010309: $1190.48; 2026-03-03 17:28:56.010309: $59.52; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,1250.00,2025-07-24: $1250.00 (bank_transfer),0.00
008078,7013,2013-06-22,closed,882.00,2026-03-03 17:28:56.010309: $800.00; 2026-03-03 17:28:56.010309: $40.00; 2026-03-03 17:28:56.010309: $42.00,882.00,2025-07-24: $882.00 (bank_transfer),0.00
008079,7014,2013-06-21,closed,82.69,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $3.94,82.69,2025-07-24: $82.69 (bank_transfer),0.00
008080,7015,2013-06-22,closed,992.25,2026-03-03 17:28:56.010309: $900.00; 2026-03-03 17:28:56.010309: $45.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $47.25,992.25,2025-07-24: $500.00 (bank_transfer); 2025-07-24: $492.25 (bank_transfer),0.00
008081,7016,2013-06-21,closed,0.00,,0.00,,0.00
008082,7017,2013-06-23,closed,227.94,2026-03-03 17:28:56.010309: $175.00; 2026-03-03 17:28:56.010309: $8.75; 2026-03-03 17:28:56.010309: $35.00; 2026-03-03 17:28:56.010309: $9.19,227.94,2025-07-24: $227.94 (bank_transfer),0.00
008083,7018,2013-06-23,closed,227.94,2026-03-03 17:28:56.010309: $175.00; 2026-03-03 17:28:56.010309: $8.75; 2026-03-03 17:28:56.010309: $35.00; 2026-03-03 17:28:56.010309: $9.19,227.94,2025-07-24: $227.94 (bank_transfer),0.00
008084,7019,2013-06-24,closed,450.00,2026-03-03 17:28:56.010309: $450.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,450.00,2025-07-24: $450.00 (bank_transfer),0.00
008085,7020,2013-06-24,closed,661.50,2026-03-03 17:28:56.010309: $600.00; 2026-03-03 17:28:56.010309: $30.00; 2026-03-03 17:28:56.010309: $31.50,661.50,2025-07-24: $100.00 (bank_transfer); 2025-07-24: $561.50 (bank_transfer),0.00
008086,7021,2013-07-06,closed,527.77,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $56.00; 2026-03-03 17:28:56.010309: $39.00; 2026-03-03 17:28:56.010309: $23.27,527.77,2025-07-24: $205.00 (bank_transfer); 2025-07-24: $322.77 (bank_transfer),0.00
008087,7022,2013-07-01,closed,644.96,2026-03-03 17:28:56.010309: $585.00; 2026-03-03 17:28:56.010309: $29.25; 2026-03-03 17:28:56.010309: $30.71,644.96,2025-07-24: $224.46 (bank_transfer); 2025-07-24: $420.50 (bank_transfer),0.00
008088,7023,2013-06-29,closed,482.35,2026-03-03 17:28:56.010309: $437.50; 2026-03-03 17:28:56.010309: $21.88; 2026-03-03 17:28:56.010309: $22.97,482.35,2025-07-24: $482.35 (bank_transfer),0.00
008089,7024,2013-08-17,closed,647.41,2026-03-03 17:28:56.010309: $500.00; 2026-03-03 17:28:56.010309: $25.00; 2026-03-03 17:28:56.010309: $91.58; 2026-03-03 17:28:56.010309: $30.83,647.41,2025-07-24: $551.25 (bank_transfer); 2025-07-24: $96.16 (bank_transfer),0.00
008090,7025,2013-06-29,closed,824.14,2026-03-03 17:28:56.010309: $500.00; 2026-03-03 17:28:56.010309: $25.00; 2026-03-03 17:28:56.010309: $188.47; 2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $35.67,824.14,2025-07-24: $250.00 (bank_transfer); 2025-07-24: $574.14 (bank_transfer),0.00
008091,7026,2014-06-28,closed,2418.72,2026-03-03 17:28:56.010309: $1800.00; 2026-03-03 17:28:56.010309: $90.00; 2026-03-03 17:28:56.010309: $156.40; 2026-03-03 17:28:56.010309: $270.00; 2026-03-03 17:28:56.010309: $102.32,2418.72,2025-07-24: $1860.76 (bank_transfer); 2025-07-24: $57.96 (bank_transfer); 2025-07-24: $500.00 (bank_transfer),0.00
008092,7027,2014-06-28,closed,375.75,2026-03-03 17:28:56.010309: $300.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $45.00; 2026-03-03 17:28:56.010309: $15.75; 2026-03-03 17:28:56.010309: $0.00,375.75,2025-07-24: $375.75 (bank_transfer),0.00
008093,7028,2013-06-29,closed,797.68,2026-03-03 17:28:56.010309: $600.00; 2026-03-03 17:28:56.010309: $30.00; 2026-03-03 17:28:56.010309: $129.70; 2026-03-03 17:28:56.010309: $37.98,797.68,2025-07-24: $500.00 (bank_transfer); 2025-07-24: $297.68 (bank_transfer),0.00
008094,7029,2013-06-25,closed,0.00,,0.00,,0.00
008095,7030,2013-06-25,closed,82.69,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $3.94,82.69,2025-07-24: $82.69 (bank_transfer),0.00
008096,7031,2013-06-27,closed,1959.25,2026-03-03 17:28:56.010309: $1700.00; 2026-03-03 17:28:56.010309: $85.00; 2026-03-03 17:28:56.010309: $85.00; 2026-03-03 17:28:56.010309: $89.25,1959.25,2025-07-24: $1959.25 (bank_transfer),0.00
008097,7032,2013-06-27,closed,1959.25,2026-03-03 17:28:56.010309: $1700.00; 2026-03-03 17:28:56.010309: $85.00; 2026-03-03 17:28:56.010309: $85.00; 2026-03-03 17:28:56.010309: $89.25,1959.25,2025-07-24: $1959.25 (bank_transfer),0.00
008098,7033,2013-06-26,closed,1512.00,2026-03-03 17:28:56.010309: $1200.00; 2026-03-03 17:28:56.010309: $60.00; 2026-03-03 17:28:56.010309: $180.00; 2026-03-03 17:28:56.010309: $72.00,1512.00,2025-07-24: $1512.00 (bank_transfer),0.00
008099,7034,2013-06-27,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
008100,7035,2013-06-28,closed,103.69,2026-03-03 17:28:56.010309: $93.75; 2026-03-03 17:28:56.010309: $4.69; 2026-03-03 17:28:56.010309: $0.33; 2026-03-03 17:28:56.010309: $4.92,103.69,2025-07-24: $103.69 (bank_transfer),0.00
008101,7036,2013-06-27,closed,0.00,,0.00,,0.00
008102,7037,2013-06-27,closed,0.00,,0.00,,0.00
008103,7038,2013-06-28,closed,115.76,2026-03-03 17:28:56.010309: $105.00; 2026-03-03 17:28:56.010309: $5.25; 2026-03-03 17:28:56.010309: $5.51,115.76,2025-07-24: $115.76 (bank_transfer),0.00
008104,7039,2013-06-28,closed,115.76,2026-03-03 17:28:56.010309: $105.00; 2026-03-03 17:28:56.010309: $5.25; 2026-03-03 17:28:56.010309: $5.51,115.76,2025-07-24: $115.76 (bank_transfer),0.00
008105,7040,2013-06-28,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
008106,7041,2013-06-29,closed,2146.25,2026-03-03 17:28:56.010309: $1717.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $171.70; 2026-03-03 17:28:56.010309: $85.85; 2026-03-03 17:28:56.010309: $171.70,2146.25,2025-07-24: $500.00 (bank_transfer); 2025-07-24: $1646.25 (bank_transfer),0.00
008107,7042,2013-06-29,closed,1265.00,2026-03-03 17:28:56.010309: $1100.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $110.00; 2026-03-03 17:28:56.010309: $55.00,1265.00,2025-07-24: $1265.00 (bank_transfer),0.00
008108,7043,2013-06-29,closed,1144.50,2026-03-03 17:28:56.010309: $1090.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $54.50,1144.50,2025-07-24: $500.00 (bank_transfer); 2025-07-24: $644.50 (bank_transfer),0.00
008109,7044,2013-06-28,closed,219.19,2026-03-03 17:28:56.010309: $175.00; 2026-03-03 17:28:56.010309: $8.75; 2026-03-03 17:28:56.010309: $26.25; 2026-03-03 17:28:56.010309: $9.19,219.19,2025-07-24: $219.19 (bank_transfer),0.00
008110,7045,2013-06-28,closed,219.19,2026-03-03 17:28:56.010309: $175.00; 2026-03-03 17:28:56.010309: $8.75; 2026-03-03 17:28:56.010309: $26.25; 2026-03-03 17:28:56.010309: $9.19,219.19,2025-07-24: $219.19 (bank_transfer),0.00
008111,7046,2013-07-28,closed,1157.62,2026-03-03 17:28:56.010309: $1050.00; 2026-03-03 17:28:56.010309: $52.50; 2026-03-03 17:28:56.010309: $55.12,1157.62,2025-07-24: $205.00 (bank_transfer); 2025-07-24: $952.62 (bank_transfer),0.00
008112,7047,2013-06-30,closed,231.53,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $11.03,231.53,2025-07-24: $231.53 (bank_transfer),0.00
008113,7048,2013-07-30,closed,231.53,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $11.03,231.53,2025-07-24: $231.53 (bank_transfer),0.00
008114,7049,2013-08-10,closed,35.83,2026-03-03 17:28:56.010309: $32.50; 2026-03-03 17:28:56.010309: $1.62; 2026-03-03 17:28:56.010309: $1.71,35.83,2025-07-24: $35.83 (bank_transfer),0.00
008115,7050,2013-07-13,closed,969.02,2026-03-03 17:28:56.010309: $787.50; 2026-03-03 17:28:56.010309: $39.38; 2026-03-03 17:28:56.010309: $96.00; 2026-03-03 17:28:56.010309: $46.14,969.02,2025-07-24: $500.00 (bank_transfer); 2025-07-24: $469.02 (bank_transfer),0.00
008116,7051,2013-07-19,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
008117,7052,2013-07-19,closed,330.00,2026-03-03 17:28:56.010309: $300.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $15.75; 2026-03-03 17:28:56.010309: $-0.75,330.00,2025-07-24: $330.00 (bank_transfer),0.00
008118,7053,2013-06-29,closed,429.98,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $20.48,429.98,2025-07-24: $429.98 (bank_transfer),0.00
008119,7054,2013-07-06,closed,613.73,2026-03-03 17:28:56.010309: $500.00; 2026-03-03 17:28:56.010309: $25.00; 2026-03-03 17:28:56.010309: $59.50; 2026-03-03 17:28:56.010309: $29.23,613.73,2025-07-24: $250.00 (bank_transfer); 2025-07-24: $363.73 (bank_transfer),0.00
008120,7055,2013-07-06,closed,2842.95,2026-03-03 17:28:56.010309: $2200.00; 2026-03-03 17:28:56.010309: $110.00; 2026-03-03 17:28:56.010309: $188.05; 2026-03-03 17:28:56.010309: $220.00; 2026-03-03 17:28:56.010309: $124.90,2842.95,2025-07-24: $300.00 (bank_transfer); 2025-07-24: $270.50 (bank_transfer); 2025-07-24: $2272.45 (bank_transfer),0.00
008121,7056,2013-06-30,closed,160.75,2026-03-03 17:28:56.010309: $112.50; 2026-03-03 17:28:56.010309: $5.62; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $20.97; 2026-03-03 17:28:56.010309: $6.66,160.75,2025-07-24: $160.75 (bank_transfer),0.00
008122,7057,2013-07-01,closed,330.75,2026-03-03 17:28:56.010309: $300.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $15.75,330.75,2025-07-24: $330.75 (bank_transfer),0.00
008123,7058,2013-07-02,closed,389.02,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $150.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $18.52,389.02,2013-07-02: $389.02 (cash),0.00
008124,7059,2013-07-02,closed,82.69,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $3.94,82.69,2025-07-24: $82.69 (bank_transfer),0.00
008125,7060,2013-07-02,closed,214.99,2026-03-03 17:28:56.010309: $195.00; 2026-03-03 17:28:56.010309: $9.75; 2026-03-03 17:28:56.010309: $10.24,214.99,2025-07-24: $214.99 (bank_transfer),0.00
008126,7061,2013-07-02,closed,0.00,,0.00,,0.00
008127,7062,2013-07-03,closed,122.76,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $38.16; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $5.85,122.76,2025-07-24: $122.76 (bank_transfer),0.00
008128,7063,2013-08-31,closed,820.70,2026-03-03 17:28:56.010309: $682.50; 2026-03-03 17:28:56.010309: $34.12; 2026-03-03 17:28:56.010309: $68.25; 2026-03-03 17:28:56.010309: $35.83,820.70,2025-07-24: $205.00 (bank_transfer); 2025-07-24: $615.70 (bank_transfer),0.00
008129,7064,2013-08-31,closed,452.81,2026-03-03 17:28:56.010309: $375.00; 2026-03-03 17:28:56.010309: $18.75; 2026-03-03 17:28:56.010309: $37.50; 2026-03-03 17:28:56.010309: $21.56,452.81,2025-07-24: $75.00 (bank_transfer); 2025-07-24: $285.75 (bank_transfer); 2025-07-24: $92.06 (bank_transfer),0.00
008130,7065,2013-08-31,closed,452.81,2026-03-03 17:28:56.010309: $375.00; 2026-03-03 17:28:56.010309: $18.75; 2026-03-03 17:28:56.010309: $37.50; 2026-03-03 17:28:56.010309: $21.56,452.81,2025-07-24: $75.00 (bank_transfer); 2025-07-24: $285.75 (bank_transfer); 2025-07-24: $92.06 (bank_transfer),0.00
008131,7066,2013-07-04,closed,240.98,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $9.45; 2026-03-03 17:28:56.010309: $11.03,240.98,2025-07-24: $240.98 (bank_transfer),0.00
008132,7067,2013-07-05,closed,486.51,2026-03-03 17:28:56.010309: $350.00; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $24.41; 2026-03-03 17:28:56.010309: $35.00; 2026-03-03 17:28:56.010309: $40.00; 2026-03-03 17:28:56.010309: $19.60,486.51,2025-07-24: $175.00 (bank_transfer); 2025-07-24: $311.51 (bank_transfer),0.00
008133,7068,2013-07-13,closed,763.35,2026-03-03 17:28:56.010309: $585.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $142.00; 2026-03-03 17:28:56.010309: $36.35,763.35,2025-07-24: $205.00 (bank_transfer); 2025-07-24: $558.35 (bank_transfer),0.00
008134,7069,2013-07-13,closed,927.15,2026-03-03 17:28:56.010309: $750.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $133.00; 2026-03-03 17:28:56.010309: $44.15,927.15,2025-07-24: $787.50 (bank_transfer); 2025-07-24: $139.65 (bank_transfer),0.00
008135,7070,2013-08-31,closed,362.25,2026-03-03 17:28:56.010309: $300.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $30.00; 2026-03-03 17:28:56.010309: $17.25,362.25,2013-09-02: $1.50 (unknown); 2025-07-24: $360.75 (bank_transfer),0.00
008136,7071,2013-07-13,closed,868.50,2026-03-03 17:28:56.010309: $600.00; 2026-03-03 17:28:56.010309: $30.00; 2026-03-03 17:28:56.010309: $140.00; 2026-03-03 17:28:56.010309: $60.00; 2026-03-03 17:28:56.010309: $38.50,868.50,2025-07-24: $500.00 (bank_transfer); 2025-07-24: $368.50 (bank_transfer),0.00
008137,7072,2013-07-04,closed,290.41,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $21.00; 2026-03-03 17:28:56.010309: $37.88; 2026-03-03 17:28:56.010309: $11.03,290.41,2013-07-05: $290.41 (credit_card),0.00
008138,7073,2013-07-04,closed,0.00,,0.00,,0.00
008139,7074,2013-07-06,closed,192.94,2026-03-03 17:28:56.010309: $175.00; 2026-03-03 17:28:56.010309: $8.75; 2026-03-03 17:28:56.010309: $9.19,192.94,2025-07-24: $192.94 (bank_transfer),0.00
008140,7075,2013-07-05,closed,82.69,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $3.94,82.69,2025-07-24: $82.69 (bank_transfer),0.00
008141,7076,2013-07-05,closed,0.00,,0.00,,0.00
008142,7077,2013-07-05,closed,20.67,2026-03-03 17:28:56.010309: $18.75; 2026-03-03 17:28:56.010309: $0.94; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.98,20.67,2025-07-24: $20.67 (bank_transfer),0.00
008143,7078,2013-07-06,closed,469.88,2026-03-03 17:28:56.010309: $350.00; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $80.00; 2026-03-03 17:28:56.010309: $22.38,469.88,2025-07-24: $469.88 (bank_transfer),0.00
008144,7079,2013-07-07,closed,231.53,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $11.03,231.53,2013-07-09: $231.53 (credit_card),0.00
008145,7080,2013-07-09,closed,231.53,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $11.03,231.53,2025-07-24: $231.53 (bank_transfer),0.00
008146,7081,2013-07-06,closed,1252.20,2026-03-03 17:28:56.010309: $875.00; 2026-03-03 17:28:56.010309: $43.75; 2026-03-03 17:28:56.010309: $87.50; 2026-03-03 17:28:56.010309: $200.01; 2026-03-03 17:28:56.010309: $45.94,1252.20,2025-07-24: $200.01 (bank_transfer); 2025-07-24: $1052.19 (bank_transfer),0.00
008147,7082,2013-07-08,closed,231.53,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $11.03,231.53,2025-07-24: $231.53 (bank_transfer),0.00
008148,7083,2013-07-07,closed,0.00,,0.00,,0.00
008149,7084,2013-07-08,closed,951.88,2026-03-03 17:28:56.010309: $750.00; 2026-03-03 17:28:56.010309: $37.50; 2026-03-03 17:28:56.010309: $125.00; 2026-03-03 17:28:56.010309: $39.38,951.88,2025-07-24: $951.88 (bank_transfer),0.00
008150,7085,2013-07-08,closed,240.98,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $9.45; 2026-03-03 17:28:56.010309: $11.03,240.98,2025-07-24: $240.98 (bank_transfer),0.00
