strict_order,batch_id,processing_priority,classification_bucket,gl_target_hint,receipt_id,receipt_date,vendor_name,gross_amount,payment_method,canonical_pay_method,is_driver_reimbursement,reimbursed_via,recommended_step,receipt_source
1,P1-2012-01-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217018,2012-01-01,CANADIAN TIRE,8.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
815,P4-2012-07-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,214093,2012-07-07,COOP LIQUOR,26.92,cash,,False,,review policy/tax treatment before posting,
816,P4-2012-07-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215532,2012-07-07,LIQUOR BARN,5.01,cash,,False,,review policy/tax treatment before posting,
817,P4-2012-07-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215535,2012-07-10,LIQUOR BARN,10.63,cash,,False,,review policy/tax treatment before posting,
818,P4-2012-07-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215650,2012-07-12,CAPRI LIQUOR STORE,13.99,cash,,False,,review policy/tax treatment before posting,
819,P4-2012-07-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215684,2012-07-12,LIQUOR DEPOT,96.76,cash,,False,,review policy/tax treatment before posting,
820,P4-2012-07-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215521,2012-07-13,LIQUOR BARN,27.97,cash,,False,,review policy/tax treatment before posting,
821,P4-2012-07-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215729,2012-07-19,COOP LIQUOR,48.02,cash,,False,,review policy/tax treatment before posting,
822,P4-2012-07-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215669,2012-07-20,UPTOWN LIQUOR STORE,12.50,cash,,False,,review policy/tax treatment before posting,
823,P4-2012-07-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215705,2012-07-22,LIQUOR DEPOT,13.95,cash,,False,,review policy/tax treatment before posting,
824,P4-2012-07-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215568,2012-07-23,LIQUOR BARN,16.70,cash,,False,,review policy/tax treatment before posting,
825,P4-2012-07-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,214998,2012-07-28,VARCITY LIQUOR,35.22,cash,,False,,review policy/tax treatment before posting,
826,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215623,2012-08-04,LIQUOR BARN,34.70,cash,,False,,review policy/tax treatment before posting,
827,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,217137,2012-08-04,LIQUOR DEPOT,87.27,cash,,False,,review policy/tax treatment before posting,
828,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215663,2012-08-04,PLAZA LIQUOR TOWN,69.43,cash,,False,,review policy/tax treatment before posting,
829,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215742,2012-08-08,LIQUOR DEPOT,60.74,cash,,False,,review policy/tax treatment before posting,
830,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215743,2012-08-08,LIQUOR DEPOT,29.84,cash,,False,,review policy/tax treatment before posting,
831,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215744,2012-08-08,LIQUOR DEPOT,93.07,cash,,False,,review policy/tax treatment before posting,
832,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215745,2012-08-08,LIQUOR DEPOT,61.32,cash,,False,,review policy/tax treatment before posting,
833,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215674,2012-08-08,UPTOWN LIQUOR STORE,110.24,cash,,False,,review policy/tax treatment before posting,
834,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215675,2012-08-08,UPTOWN LIQUOR STORE,27.98,cash,,False,,review policy/tax treatment before posting,
835,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215496,2012-08-09,LIQUOR BARN,135.20,cash,,False,,review policy/tax treatment before posting,
836,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215497,2012-08-09,LIQUOR BARN,76.30,cash,,False,,review policy/tax treatment before posting,
837,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215498,2012-08-10,LIQUOR BARN,20.04,cash,,False,,review policy/tax treatment before posting,
838,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215327,2012-08-11,LIQUOR BARN,42.24,cash,,False,,review policy/tax treatment before posting,
839,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215340,2012-08-11,LIQUOR BARN,6.68,cash,,False,,review policy/tax treatment before posting,
840,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215673,2012-08-12,UPTOWN LIQUOR STORE,10.39,cash,,False,,review policy/tax treatment before posting,
841,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215676,2012-08-14,UPTOWN LIQUOR STORE,58.50,cash,,False,,review policy/tax treatment before posting,
842,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215666,2012-08-18,PLAZA LIQUOR TOWN,140.93,cash,,False,,review policy/tax treatment before posting,
843,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215739,2012-08-24,LIQUOR DEPOT,5.98,cash,,False,,review policy/tax treatment before posting,
844,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215740,2012-08-24,LIQUOR DEPOT,73.68,cash,,False,,review policy/tax treatment before posting,
845,P4-2012-08-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215622,2012-08-30,LIQUOR BARN,60.25,cash,,False,,review policy/tax treatment before posting,
846,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215686,2012-09-06,UPTOWN LIQUOR STORE,33.10,cash,,False,,review policy/tax treatment before posting,
847,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215604,2012-09-07,LIQUOR BARN,222.71,cash,,False,,review policy/tax treatment before posting,
848,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215667,2012-09-07,UPTOWN LIQUOR STORE,32.25,cash,,False,,review policy/tax treatment before posting,
849,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215598,2012-09-09,LIQUOR BARN,265.95,cash,,False,,review policy/tax treatment before posting,
850,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215651,2012-09-10,CAPRI LIQUOR STORE,72.23,cash,,False,,review policy/tax treatment before posting,
851,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215694,2012-09-10,COOP LIQUOR,108.49,cash,,False,,review policy/tax treatment before posting,
852,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,214999,2012-09-10,ONE STOP LIQUOR,21.80,cash,,False,,review policy/tax treatment before posting,
853,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215670,2012-09-10,UPTOWN LIQUOR STORE,35.93,cash,,False,,review policy/tax treatment before posting,
854,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215600,2012-09-14,LIQUOR BARN,81.10,cash,,False,,review policy/tax treatment before posting,
855,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215601,2012-09-14,LIQUOR BARN,89.07,cash,,False,,review policy/tax treatment before posting,
856,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215602,2012-09-14,LIQUOR BARN,19.07,cash,,False,,review policy/tax treatment before posting,
857,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215606,2012-09-14,LIQUOR BARN,16.70,cash,,False,,review policy/tax treatment before posting,
858,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215707,2012-09-14,VARCITY LIQUOR,11.64,cash,,False,,review policy/tax treatment before posting,
859,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215608,2012-09-15,LIQUOR BARN,13.71,cash,,False,,review policy/tax treatment before posting,
860,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215713,2012-09-19,LIQUOR CROSSING,8.99,cash,,False,,review policy/tax treatment before posting,
861,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215609,2012-09-21,LIQUOR BARN,69.67,cash,,False,,review policy/tax treatment before posting,
862,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215610,2012-09-21,LIQUOR BARN,126.39,cash,,False,,review policy/tax treatment before posting,
863,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215611,2012-09-21,LIQUOR BARN,77.50,cash,,False,,review policy/tax treatment before posting,
864,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215612,2012-09-22,LIQUOR BARN,147.72,cash,,False,,review policy/tax treatment before posting,
865,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215619,2012-09-22,LIQUOR BARN,36.53,cash,,False,,review policy/tax treatment before posting,
866,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215615,2012-09-28,LIQUOR BARN,151.77,cash,,False,,review policy/tax treatment before posting,
867,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215616,2012-09-28,LIQUOR BARN,50.34,cash,,False,,review policy/tax treatment before posting,
868,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215617,2012-09-28,LIQUOR BARN,146.78,cash,,False,,review policy/tax treatment before posting,
869,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215618,2012-09-28,LIQUOR BARN,109.19,cash,,False,,review policy/tax treatment before posting,
870,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215620,2012-09-28,LIQUOR BARN,44.24,cash,,False,,review policy/tax treatment before posting,
871,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215621,2012-09-28,LIQUOR BARN,80.61,cash,,False,,review policy/tax treatment before posting,
872,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215738,2012-09-28,LIQUOR DEPOT,71.25,cash,,False,,review policy/tax treatment before posting,
873,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,217023,2012-09-29,COOP LIQUOR,31.12,cash,,False,,review policy/tax treatment before posting,
874,P4-2012-09-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,217031,2012-09-29,COOP LIQUOR,11.86,cash,,False,,review policy/tax treatment before posting,
875,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215722,2012-10-05,CAPRI LIQUOR STORE,7.49,cash,,False,,review policy/tax treatment before posting,
876,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215301,2012-10-05,LIQUOR BARN,55.80,cash,,False,,review policy/tax treatment before posting,
877,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215304,2012-10-05,LIQUOR BARN,118.96,cash,,False,,review policy/tax treatment before posting,
878,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215305,2012-10-05,LIQUOR BARN,33.96,cash,,False,,review policy/tax treatment before posting,
879,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215308,2012-10-05,LIQUOR BARN,20.04,cash,,False,,review policy/tax treatment before posting,
880,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215309,2012-10-05,LIQUOR BARN,137.15,cash,,False,,review policy/tax treatment before posting,
881,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215310,2012-10-05,LIQUOR BARN,115.00,cash,,False,,review policy/tax treatment before posting,
882,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215303,2012-10-06,LIQUOR BARN,25.43,cash,,False,,review policy/tax treatment before posting,
883,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215306,2012-10-06,LIQUOR BARN,3.34,cash,,False,,review policy/tax treatment before posting,
884,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215406,2012-10-06,LIQUOR BARN,14.52,cash,,False,,review policy/tax treatment before posting,
885,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215403,2012-10-09,LIQUOR BARN,3.34,cash,,False,,review policy/tax treatment before posting,
886,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215405,2012-10-09,LIQUOR BARN,61.46,cash,,False,,review policy/tax treatment before posting,
887,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215732,2012-10-11,COOP LIQUOR,101.37,cash,,False,,review policy/tax treatment before posting,
888,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215402,2012-10-11,LIQUOR BARN,343.66,cash,,False,,review policy/tax treatment before posting,
889,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215399,2012-10-12,LIQUOR BARN,113.64,cash,,False,,review policy/tax treatment before posting,
890,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215400,2012-10-12,LIQUOR BARN,222.68,cash,,False,,review policy/tax treatment before posting,
891,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215401,2012-10-12,LIQUOR BARN,74.73,cash,,False,,review policy/tax treatment before posting,
892,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215725,2012-10-13,COOP LIQUOR,39.78,cash,,False,,review policy/tax treatment before posting,
893,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215726,2012-10-13,COOP LIQUOR,32.89,cash,,False,,review policy/tax treatment before posting,
894,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215396,2012-10-13,LIQUOR BARN,21.81,cash,,False,,review policy/tax treatment before posting,
895,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215397,2012-10-13,LIQUOR BARN,20.04,cash,,False,,review policy/tax treatment before posting,
896,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215398,2012-10-13,LIQUOR BARN,171.83,cash,,False,,review policy/tax treatment before posting,
897,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215395,2012-10-17,LIQUOR BARN,103.00,cash,,False,,review policy/tax treatment before posting,
898,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215391,2012-10-18,LIQUOR BARN,175.96,cash,,False,,review policy/tax treatment before posting,
899,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215392,2012-10-18,LIQUOR BARN,12.72,cash,,False,,review policy/tax treatment before posting,
900,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215393,2012-10-18,LIQUOR BARN,89.36,cash,,False,,review policy/tax treatment before posting,
901,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215394,2012-10-18,LIQUOR BARN,51.70,cash,,False,,review policy/tax treatment before posting,
902,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215727,2012-10-19,COOP LIQUOR,254.21,cash,,False,,review policy/tax treatment before posting,
903,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215728,2012-10-19,COOP LIQUOR,15.00,cash,,False,,review policy/tax treatment before posting,
904,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215386,2012-10-19,LIQUOR BARN,24.33,cash,,False,,review policy/tax treatment before posting,
905,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215387,2012-10-19,LIQUOR BARN,97.97,cash,,False,,review policy/tax treatment before posting,
906,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215388,2012-10-19,LIQUOR BARN,90.30,cash,,False,,review policy/tax treatment before posting,
907,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215389,2012-10-19,LIQUOR BARN,143.68,cash,,False,,review policy/tax treatment before posting,
908,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215390,2012-10-19,LIQUOR BARN,79.79,cash,,False,,review policy/tax treatment before posting,
909,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215383,2012-10-20,LIQUOR BARN,5.01,cash,,False,,review policy/tax treatment before posting,
910,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215384,2012-10-20,LIQUOR BARN,22.14,cash,,False,,review policy/tax treatment before posting,
911,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215385,2012-10-20,LIQUOR BARN,154.97,cash,,False,,review policy/tax treatment before posting,
912,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,217229,2012-10-20,MCINTIRE LIQUOR,63.92,cash,,False,,review policy/tax treatment before posting,
913,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215656,2012-10-20,PLAZA LIQUOR TOWN,11.34,cash,,False,,review policy/tax treatment before posting,
914,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215657,2012-10-20,PLAZA LIQUOR TOWN,14.12,cash,,False,,review policy/tax treatment before posting,
915,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215758,2012-10-21,LIQUOR DEPOT,18.09,cash,,False,,review policy/tax treatment before posting,
916,P4-2012-10-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215379,2012-10-26,LIQUOR BARN,15.74,cash,,False,,review policy/tax treatment before posting,
